GCF	BGC Name	Organism	BGC Class	product	description
GCF342	X00011_2.region014	Paenibacillus sp Unclassified.	terpene	terpene-precursor	Paenibacillus sp strain X00011
GCF46	BGC0000152	Aspergillus nidulans	PKS	T1PKS	Emericella nidulans sterigmatocystin biosynthetic gene cluster: (stcA), (stcB), (stcC), (stcE), (aflR), (stcF), (stcI), (stcJ), (stcK), (stcL), (stcO), (stcQ), (stcS), (stcT), (stcU), (stcV) and (stcW) genes, complete cds
GCF198	BGC0000477	uncultured Prochloron sp. 06037A	RiPP	cyanobactin	Uncultured Prochloron sp. 06037A TruA (truA), TruB (truB), TruC (truC), TruD (truD), TruE1 (truE1), TruF1 (truF1), and TruF2 (truF2) genes, complete cds; and TruG (truG) gene, partial cds
GCF75	BGC0001873	Xenorhabdus szentirmaii DSM 16338	NRPS	NRPS	Xenorhabdus szentirmaii DSM 16338 Xsze_2, whole genome shotgun sequence
GCF312	BGC0000723	Streptomyces hygroscopicus subsp. limoneus	other	amglyccycl	Streptomyces hygroscopicus subsp. limoneus validamycin biosynthetic gene cluster, complete sequence
GCF179	BGC0001043	Streptomyces griseus subsp. griseus NBRC 13350	NRPS.PKS	NRPS.T1PKS	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF307	BGC0000907	Streptomyces lincolnensis	other	lincosamides	Streptomyces lincolnensis culture-collection ATCC:25466 lincomycin biosynthetic gene cluster, complete sequence
GCF183	BGC0002248	Aspergillus flavus NRRL3357	NRPS.terpene	NRPS.terpene	Aspergillus flavus NRRL3357 chromosome 3
GCF250	BGC0001229	Streptomyces bingchenggensis BCW-1	RiPP	lanthipeptide-class-ii	Streptomyces bingchenggensis BCW-1, complete genome
GCF228	BGC0000909	Streptomyces avermitilis	other	melanin	Streptomyces avermitilis putative melanin biosynthetic gene cluster
GCF54	BGC0001723	Streptomyces antibioticus	PKS	T2PKS	Streptomyces antibioticus strain NRRL 3238 oviedomycin biosynthetic gene cluster, complete sequence
GCF97	BGC0002409	Parafrankia sp. CH37	NRPS.other	NRPS.betalactone	Parafrankia sp. CH37 Contig1, whole genome shotgun sequence
GCF243	BGC0000313	Beauveria bassiana	NRPS	NRPS	Beauveria bassiana strain ATCC 7159 beauvericin biosynthetic gene locus, complete sequence
GCF184	BGC0000651	Streptomyces argenteolus	terpene	terpene	Streptomyces argenteolus gene cluster for biosynthesis of tetraterpenoid, KS-505a
GCF161	BGC0002356	Streptomyces blastmyceticus	PKS	T1PKS	Streptomyces blastmyceticus DNA, med biosynthetic gene cluster, strain: NBRC 12747
GCF54	BGC0000245	Streptomyces sp. AM-7161	PKS	T2PKS	Streptomyces sp. AM-7161 medermycin biosynthetic gene cluster (med-ORF1 - 30) and ORF P - Z, partial and complete cds
GCF45	BGC0001969	Talaromyces wortmannii	terpene	terpene	Talaromyces wortmannii asperterpenoid A biosynthetic gene cluster, complete sequence
GCF44	BGC0001910	Streptomyces cyslabdanicus	terpene	terpene	Streptomyces cyslabdanicus DNA, related genes for cyslabdan biosynthesis, strain: K04-0144
GCF185	BGC0000104	Penicillium brevicompactum	PKS	T1PKS	Penicillium brevicompactum mycophenolic acid biosynthesis gene cluster, complete sequence
GCF124	BGC0003060	Streptomyces sp.	RiPP	lassopeptide	Streptomyces sp. strain ADI98-10 precursor A, macrolactam synthetase C, PqqD-like protein B1, Cys protease B2, and ABC transporter genes, complete cds
GCF139	BGC0000076	Hypomyces subiculosus	PKS	T1PKS	Hypomyces subiculosus strain DSM11931 hypothemycin gene cluster, partial sequence
GCF161	BGC0002498	Streptomyces sp.	PKS	T1PKS	Streptomyces sp. strain LZ35 clethramycin biosynthetic gene cluster, complete sequence
GCF44	BGC0003140	Penicillium expansum	terpene	terpene	Penicillium expansum strain MD-8 contig274, whole genome shotgun sequence
GCF25	BGC0000488	Clostridium beijerinckii	RiPP	RiPP-like.cyclic-lactone-autoinducer	Clostridium beijerinckii cfgR gene, cfgK gene, cfg02 gene, cfg01 gene, cirA gene, cirB gene, cirC gene, cirD gene, cirE gene, cirG gene, cirH gene and cirI gene, genomic RNA, strain ATCC 25752
GCF54	BGC0001769	Streptomyces sp.	PKS.saccharide	T2PKS.oligosaccharide	Streptomyces sp. strain KY40-1 saquayamycins biosynthetic gene cluster, complete sequence
GCF302	BGC0001209	Streptococcus thermophilus LMD-9	RiPP	RaS-RiPP	Streptococcus thermophilus LMD-9, complete genome
GCF303	BGC0002639	Lactobacillus iners LEAF 2052A-d	NRPS	NRPS	Lactobacillus iners LEAF 2052A-d contig00010, whole genome shotgun sequence
GCF41	BGC0002246	Hypholoma sublateritium FD-334 SS-4	terpene	terpene	Hypholoma sublateritium FD-334 SS-4 unplaced genomic scaffold scaffold_99, whole genome shotgun sequence
GCF117	BGC0000798	Sorghum bicolor	NA	unknown	Sorghum bicolor chromosome 1, whole genome shotgun sequence
GCF198	BGC0000474	Microcystis aeruginosa PCC 7806	RiPP	azole-containing-RiPP.cyanobactin	Microcystis aeruginosa PCC 7806 microcyclamide biosynthetic gene cluster, strain PCC 7806
GCF313	BGC0002407	Streptomyces angustmyceticus	NA	unknown	Streptomyces angustmyceticus NBRC 3934 DNA, sequence04, whole genome shotgun sequence
GCF159	BGC0001741	Phyllosticta cirsii	NRPS.PKS	NRPS.T1PKS	Phyllosticta cirsii phyllostictine gene cluster, complete sequence
GCF117	BGC0002220	Punctularia strigosozonata HHB-11173 SS5	terpene	terpene	Punctularia strigosozonata HHB-11173 SS5 unplaced genomic scaffold PUNSTscaffold_5, whole genome shotgun sequence
GCF2	BGC0000827	Salinispora arenicola CNS-205	other	indole	Salinispora arenicola CNS-205, complete genome
GCF95	BGC0001953	Anabaena sp. UHCC-0399	NRPS.PKS	NRPS.NRPS-like.T1PKS	Anabaena sp. UHCC-0399 puwainaphycin and minutissamide lipopeptide gene cluster, complete sequence
GCF54	BGC0000195	Streptomyces sp. CM020	PKS	T2PKS	Streptomyces sp. CM020 alnumycin gene cluster, complete sequence
GCF38	BGC0002476	Escherichia coli str. K-12 substr. MG1655	NA	unknown	Escherichia coli str. K-12 substr. MG1655, complete genome
GCF23	BGC0001792	Streptomyces albidoflavus	NRPS	NRPS	Streptomyces albidoflavus strain J1074, complete genome
GCF90	BGC0001244	Parastagonospora nodorum	PKS	T1PKS	Parastagonospora nodorum strain SN15 mellein synthase (mlnS) gene, complete cds
GCF158	BGC0002157	Aspergillus flavus	NRPS	NRPS	Aspergillus flavus strain NRRL 3357 chromosome 4
GCF276	X00002_1.region006	Paenibacillus sp Unclassified.	NRPS	NRPS-like	Paenibacillus sp strain X00002
GCF138	BGC0000050	Streptomyces aculeolatus	PKS	T1PKS	Streptomyces aculeolatus A gene locus, complete sequence
GCF34	BGC0001462	Amycolatopsis coloradensis	NRPS.PKS	NRPS.NRPS-like.T3PKS	Amycolatopsis coloradensis strain DSM 44225 contig_6, whole genome shotgun sequence
GCF299	X00005_1.region001	Paenibacillus sp Unclassified.	other	NI-siderophore	Paenibacillus sp strain X00005
GCF166	BGC0001235	Polyangium spumosum	NRPS.PKS	NRPS.T1PKS	Polyangium spumosum strain Pl sm9 ant biosynthetic gene cluster, complete sequence
GCF92	X00002_1.region002	Paenibacillus sp Unclassified.	NRPS	NRPS	Paenibacillus sp strain X00002
GCF287	BGC0000716	Streptomyces netropsis	other	amglyccycl	Streptomyces flavopersicus spectinomycin biosynthesis gene cluster, complete sequence
GCF10	BGC0002358	Streptomyces albidoflavus	NRPS	NRPS	Streptomyces albidoflavus strain J1074, complete genome
GCF31	BGC0000958	Streptomyces sp. S4	NRPS.PKS	NRPS.T1PKS	Streptomyces sp. S4, whole genome shotgun sequence
GCF80	BGC0002878	Thermomonospora curvata DSM 43183	RiPP	lanthipeptide-class-iv	Thermomonospora curvata DSM 43183, complete genome
GCF252	BGC0002648	Shewanella sp. N2AIL	PKS	PUFA.hglE-KS	Shewanella sp. N2AIL NODE_1_length_367280_cov_46.221390, whole genome shotgun sequence
GCF4	BGC0001650	Lysobacter enzymogenes	NRPS	NRPS	Lysobacter enzymogenes strain OH11 led gene cluster, complete sequence
GCF159	BGC0000064	Fusarium verticillioides	NRPS.PKS	NRPS.T1PKS	Gibberella fujikuroi FUSS (fusA) gene, complete cds
GCF83	BGC0001699	Aspergillus nidulans FGSC A4	NRPS	NRPS	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VIII
GCF106	BGC0002111	Bacillus thuringiensis serovar andalousiensis	RiPP	lanthipeptide-class-iii	Bacillus thuringiensis serovar andalousiensis strain NRRL B-23139 chromosome
GCF164	BGC0000018	Streptomyces eurythermus	PKS	T1PKS	Streptomyces eurythermus strain ATCC 23956 anglomycin biosynthesis gene cluster, complete sequence
GCF319	BGC0001896	Streptomyces luteoverticillatus	NA	unknown	Streptomyces luteoverticillatus strain CGMCC 15060 chromosome, complete genome
GCF128	BGC0000588	Escherichia coli	NA	unknown	Escherichia coli putative resolvase, colicin M resistance protein (cmi), and microcin V immunity protein (cvi) genes, complete cds; cvaC' gene, complete sequence; and microcin L immunity protein (mclI), microcin L precursor (mclC), putative microcin L transport protein (mclB), putative microcin L transport protein (mclA), stable inheritance protein PemI (pemI), stable inheritance protein PemK (pemK), putative plasmid stable inheritance protein (stbB), and putative plasmid segregation protein ParM genes, complete cds
GCF52	BGC0000008	Aspergillus flavus	PKS	T1PKS	Aspergillus flavus isolate AF70 aflatoxin biosynthesis gene cluster, complete sequence
GCF203	BGC0002674	Enterococcus faecalis	NA	unknown	Enterococcus faecalis enfT, enfA49, enfB, enfC, enfI genes for ABC transporter, enterocin F4-9 precursor, hypothetical protein, glycosyltransferase, bacteriocin immunity protein, complete cds, strain: F4-9
GCF47	BGC0002301	Aschersonia paraphysata	PKS	T1PKS	Aschersonia paraphysata strain BCC11964 Ash gene cluster, complete sequence
GCF178	BGC0001848	Micromonospora sp. B006	PKS.other.terpene	T3PKS.other.terpene-precursor	Micromonospora sp. B006 chromosome, complete genome
GCF155	BGC0000041	Pseudomonas syringae	PKS	T1PKS	Pseudomonas syringae coronafacic acid biosynthetic gene cluster, complete sequence
GCF191	BGC0001117	Streptomyces himastatinicus ATCC 53653	NRPS	NRP-metallophore.NRPS	Streptomyces himastatinicus ATCC 53653 himastatin biosynthesis gene cluster
GCF242	BGC0000555	Staphylococcus aureus	RiPP	lanthipeptide-class-ii	Staphylococcus aureus TY4, ETB plasmid DNA, complete sequence
GCF306	BGC0001361	Serratia plymuthica 4Rx13	terpene	terpene	Serratia plymuthica 4Rx13, complete genome
GCF89	BGC0002165	Parastagonospora nodorum SN15	PKS	T1PKS	Parastagonospora nodorum SN15 scaffold_11, whole genome shotgun sequence
GCF247	BGC0002694	Phaeobacter inhibens 2.10	other	NI-siderophore	Phaeobacter inhibens 2.10 plasmid pPGA2_95, complete sequence
GCF130	BGC0000578	Streptomyces filamentosus NRRL 15998	RiPP	lassopeptide	Streptomyces filamentosus NRRL 15998 supercont3.1, whole genome shotgun sequence
GCF239	BGC0001788	Streptococcus suis	RiPP	lanthipeptide-class-ii	Streptococcus suis strain 65 lantibiotic gene cluster, complete sequence
GCF267	X00006_1.region007	Paenibacillus sp Unclassified.	RiPP	lassopeptide	Paenibacillus sp strain X00006
GCF11	BGC0001844	Mycetohabitans rhizoxinica HKI 454	NRPS	NRPS	Mycetohabitans rhizoxinica HKI 454 plasmid pBRH01, complete sequence
GCF2	BGC0002347	Actinoalloteichus caeruleus	NA	unknown	Actinoalloteichus caeruleus strain WH1-2216-6 cyanogramide biosynthetic gene cluster, complete sequence
GCF275	BGC0002090	Streptomyces griseoaurantiacus	PKS	T1PKS.prodigiosin	Streptomyces griseoaurantiacus strain MBK6 scaffold10.1, whole genome shotgun sequence
GCF10	BGC0002314	Streptomyces sp. WAC 01529	NRPS.PKS	NRPS.T3PKS	Streptomyces sp. WAC 01529 chromosome, complete genome
GCF170	BGC0000137	Salinispora arenicola CNS-205	PKS	T1PKS	Salinispora arenicola CNS-205, complete genome
GCF237	BGC0003095	Streptococcus agalactiae ATCC 13813	RiPP	lanthipeptide-class-i	Streptococcus agalactiae ATCC 13813 genomic scaffold SCAFFOLD1, whole genome shotgun sequence
GCF11	BGC0001628	Kibdelosporangium sp. AK-AA56	NRPS	NRPS	Kibdelosporangium sp. AK-AA56 DNA, biosynthetic gene cluster of JBIR-78 and JBIR-95, complete sequence
GCF110	BGC0002038	Streptomyces sp. DASNCL29	PKS	T1PKS	Streptomyces sp. DASNCL29 1, whole genome shotgun sequence
GCF166	BGC0000126	Streptomyces platensis	PKS	T1PKS	Streptomyces platensis pldAI, pldAII, pldAIII, pldAIV, pldB, pldC, pldD, pldR gene cluster, complete cds, strain: Mer-11107
GCF186	BGC0002008	Xenorhabdus doucetiae	PKS	arylpolyene	Xenorhabdus doucetiae strain FRM16 chromosome, complete genome
GCF9	BGC0002017	Nocardiopsis potens DSM 45234	NRPS	NRP-metallophore.NRPS	Nocardiopsis potens DSM 45234 contig_74, whole genome shotgun sequence
GCF215	BGC0000265	Streptomyces purpurascens	NA	unknown	Streptomyces purpurascens rhodomycin gene cluster, partial sequence
GCF10	BGC0002638	Streptomyces sp. WAC 00631	NRPS	NRPS	Streptomyces sp. WAC 00631 AA000826-4_WAC00631, whole genome shotgun sequence
GCF57	BGC0000707	Streptomyces kasugaensis	NA	unknown	Streptomyces kasugaensis DNA, kasugamycin biosynthesis responsible gene region, partial and complete cds
GCF120	BGC0000519	Actinomadura namibiensis	RiPP	lanthipeptide-class-iii	Actinomadura namibiensis labyrinthopeptin biosynthetic gene cluster
GCF4	BGC0000300	Streptomyces sp. AA4	NRPS	NRP-metallophore.NRPS	Streptomyces sp. AA4 genomic scaffold supercont1.1, whole genome shotgun sequence
GCF39	BGC0002034	Streptomyces sp. IB2014 016-6	PKS	T3PKS	Streptomyces sp. IB2014 016-6 contig00041, whole genome shotgun sequence
GCF32	BGC0003027	Streptomyces sp. 71268	PKS	PKS-like.T1PKS.transAT-PKS	Streptomyces sp. 71268 chromosome
GCF23	BGC0002548	Pseudomonas sp.	NRPS	NRPS	Pseudomonas sp. NPRS biosynthetic gene cluster, complete sequence
GCF113	BGC0000217	Streptomyces sp.	PKS	T2PKS	Streptomyces sp. aklaviketone reductase (dauE) gene; cyclase/dehydrase (dauA) gene; polyketide reductase (dauB) gene; oxygenase, polyketide synthase, acyltransferase (dauA) genes; aklanonic acid methyltransferase (dauC) gene
GCF199	BGC0000472	Anabaena sp. 90	RiPP	cyanobactin	Anabaena sp. 90 signal recognition particle protein SRP gene, complete cds; anacyclamide biosynthetic gene cluster, complete sequence; 30S ribosomal protein S16, and hypothetical protein genes, complete cds
GCF52	BGC0000004	Aspergillus oryzae	PKS	T1PKS	Aspergillus oryzae DNA, aflatoxin biosynthesis gene cluster, complete sequence, strain: RIB40
GCF158	BGC0001372	Penicillium thymicola	NRPS.other	NRPS.indole	Penicillium thymicola penigequinolone gene cluster, complete sequence
GCF44	BGC0002445	Armillaria gallica	terpene	terpene	Armillaria gallica strain FU02472 terpene biosynthesis gene cluster, complete sequence
GCF132	BGC0000989	Sorangium cellulosum So0157-2	NRPS.PKS	NRPS.T1PKS	Sorangium cellulosum strain So0157-2 epothilone biosynthesis gene cluster, complete sequence
GCF143	BGC0002483	Cladonia uncialis subsp. uncialis	PKS	T1PKS	Cladonia uncialis subsp. uncialis clone SPAdes22 genomic sequence
GCF18	BGC0000336	Streptomyces filamentosus NRRL 11379	NRPS	NRPS	Streptomyces filamentosus strain NRRL 11379 daptomycin biosynthetic gene cluster, partial sequence
GCF147	BGC0001816	Shuttle vector AtFAC9J20	NRPS.PKS.terpene	NRPS.NRPS-like.T1PKS.terpene	Shuttle vector AtFAC9J20, complete sequence
GCF54	BGC0001979	Streptomyces vinaceusdrappus	PKS.other.saccharide	T2PKS.betalactone.oligosaccharide	Streptomyces vinaceusdrappus strain NRRL15735 lld biosynthetic gene cluster, complete sequence
GCF47	BGC0001242	Fusarium fujikuroi	PKS	T1PKS	Fusarium fujikuroi fusarubin biosynthesis gene cluster, strain IMI58289
GCF46	BGC0001489	Cladonia uncialis subsp. uncialis	PKS	T1PKS	Cladonia uncialis subsp. uncialis clone SPAdes28 genomic sequence
GCF11	BGC0001127	Janthinobacterium agaricidamnosum	NRPS	NRPS	Janthinobacterium agaricidamnosum jagaricin biosynthesis locus, strain DSM 9628
GCF10	BGC0001752	Streptomyces roseifaciens	NRPS	NRP-metallophore.NRPS	Streptomyces roseifaciens strain MBT76 scaffold_3, whole genome shotgun sequence
GCF12	BGC0000373	Streptomyces clavuligerus	NRPS	NRPS	Streptomyces clavuligerus ATCC 27064 chromosome, whole genome shotgun sequence
GCF123	BGC0000571	Mycetohabitans rhizoxinica HKI 454	RiPP	lassopeptide	Burkholderia rhizoxinica HKI 454, complete genome
GCF52	BGC0001888	Ustilago maydis 521	NA	unknown	Ustilago maydis 521 chromosome 7, whole genome shotgun sequence
GCF95	BGC0001952	Anabaena minutissima UTEX B 1613	NRPS.PKS	NRPS.NRPS-like.T1PKS	Anabaena minutissima UTEX B 1613 puwainaphycin and minutissamide lipopeptide gene cluster, complete sequence
GCF3	BGC0003058	Mortierella alpina	NRPS	NRPS	Mortierella alpina culture ATCC:32222 malpicyclin synthetase (mpcA) gene, complete cds
GCF46	BGC0002596	Claviceps purpurea 20.1	PKS	T1PKS	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00062, whole genome shotgun sequence
GCF254	BGC0001584	Streptomyces sp. CB02366	NRPS.PKS.other	NRPS.T1PKS.other	Streptomyces sp. CB02366 enediyne antitumor antibiotic C-1027 biosynthetic gene cluster, complete sequence
GCF211	BGC0001290	Aspergillus nidulans FGSC A4	NRPS.PKS	NRPS.T1PKS	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VII
GCF190	BGC0001642	Fusarium fujikuroi IMI 58289	terpene	terpene	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr08
GCF2	BGC0001334	Streptomyces uncialis	other	indole	Streptomyces uncialis putative RibD domain-containing protein, putative transcriptional regulator, hypothetical protein, putative integral membrane protein, hypothetical protein, putative secreted protein, hypothetical protein, putative transcriptional repressor, and putative transporter genes, complete cds; cladoniamide gene cluster, complete sequence; hypothetical proteins and putative transcriptional regulator genes, complete cds; and extracellular solute-binding protein gene, partial cds
GCF283	BGC0000636	Brevibacterium linens	terpene	terpene	Brevibacterium linens carotenoid biosynthetic gene cluster, complete sequence
GCF89	BGC0001600	Fusarium graminearum	NRPS.PKS	NRPS-like.T1PKS	Fusarium graminearum chromosome 1, complete genome
GCF87	BGC0002134	Xenorhabdus bovienii SS-2004	NA	unknown	Xenorhabdus bovienii SS-2004 chromosome, complete genome
GCF54	BGC0001762	Streptomyces sp. KIB-H033	PKS	T2PKS	Streptomyces sp. KIB-H033 amidohydrolase, marR family transcriptional regulator, hypothetical protein, transposase, hypothetical protein, zinc-containing alcohol dehydrogenase, FAD-linked oxidoreductase (rubS1), and hypothetical protein (rubN1) genes, complete cds; rubrolone biosynthesis gene cluster, complete sequence; and Isopentenyl-diphosphate delta-isomerase, hypothetical protein, methylmalonyl-CoA decarboxylase subunit alpha, 3-oxoadipate enol-lactonase, metallo-beta-lactamase domain protein, exodeoxyribonuclease III, and hypothetical protein genes, complete cds
GCF141	BGC0002886	Caldora penicillata FK14-30	NRPS.PKS	NRPS.T1PKS	Caldora penicillata FK14-30 dolastatin 10 biosynthetic gene cluster, complete sequence; and cyclase family protein, ACR3 family arsenite efflux transporter, winged helix-turn-helix transcriptional regulator, chemotaxis protein CheW, and hybrid sensor histidine kinase/response regulator genes, complete cds
GCF97	BGC0002130	Streptomyces cacaoi	RiPP	lanthipeptide-class-v	Streptomyces cacaoi strain CA-170360 cacaoidin biosynthetic gene cluster, complete sequence
GCF7	BGC0002713	Photorhabdus laumondii subsp. laumondii	NRPS	NRPS	Photorhabdus laumondii subsp. laumondii strain TT01 chromosome, complete genome
GCF302	BGC0002583	Streptococcus mutans UA159	RiPP	RaS-RiPP	Streptococcus mutans UA159, complete genome
GCF162	BGC0000115	Streptomyces noursei ATCC 11455	PKS	T1PKS	Streptomyces noursei ATCC 11455 nystatin biosynthetic gene cluster, complete sequence
GCF297	BGC0000656	Xanthobacter autotrophicus Py2	terpene	terpene	Xanthobacter sp. Py2 zeaxanthin biosynthetic gene cluster, complete sequence
GCF97	X00003_1.region016	Paenibacillus sp Unclassified.	NRPS	NRP-metallophore.NRPS	Paenibacillus sp strain X00003
GCF298	X00005_1.region005	Paenibacillus sp Unclassified.	other	ectoine	Paenibacillus sp strain X00005
GCF54	BGC0002506	Streptomyces sp. FXJ8.102	PKS	T2PKS	Streptomyces sp. FXJ8.102 piloquinone gene cluster, complete sequence
GCF129	BGC0002420	Variovorax paradoxus S110	NRPS.PKS	NRP-metallophore.NRPS.T1PKS	Variovorax paradoxus S110 chromosome 1, complete sequence
GCF248	BGC0000912	Streptomyces griseus subsp. griseus NBRC 13350	other	melanin	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF115	BGC0002222	Diffractella curvata	PKS	T1PKS	Diffractella curvata No. 37-3 DNA, zopfiellin biosynthetic gene cluster, complete sequence
GCF34	BGC0000441	Actinoplanes teichomyceticus	NRPS.PKS	NRPS.T3PKS	Actinoplanes teichomyceticus teicoplanin gene cluster
GCF152	BGC0000003	Alternaria alternata	PKS	T1PKS	Alternaria alternata AF-toxin biosynthesis gene cluster (Aft9-1, Aft10-1, Aft11-1, Aft12-1, AftR-2, Aft3-2), complete cds
GCF25	BGC0002522	Pseudomonas sp.	NRPS	NRPS	Pseudomonas sp. strain COR52 pseudodesmin gene cluster, complete sequence
GCF240	BGC0000506	Bacillus spizizenii	RiPP	lanthipeptide-class-i	Bacillus subtilis subsp. spizizenii DSM:15029 entianin gene cluster, partial sequence
GCF184	BGC0000663	Streptomyces coelicolor A3(2)	terpene	terpene	Streptomyces coelicolor A3(2) complete genome
GCF322	BGC0001157	Streptomyces scabiei 87.22	RiPP	bottromycin	Streptomyces scabiei 87.22 complete genome
GCF220	BGC0002961	Streptomyces sp.	NRPS.PKS	NRPS-like.T1PKS	Streptomyces sp. SN-C1 genomic DNA, amipurimycin biosynthetic gene cluster
GCF195	BGC0001032	Serratia plymuthica	PKS	PKS-like.T3PKS.transAT-PKS	Serratia plymuthica strain A153 oocydin A gene cluster, complete sequence
GCF244	BGC0002208	Aspergillus ustus	NRPS	NRPS	Aspergillus ustus strain 3.3904 AUSC_154, whole genome shotgun sequence
GCF261	BGC0003067	Streptomyces griseus subsp. griseus	NA	unknown	Streptomyces griseus subsp. griseus nonactin biosynthesis gene cluster, partial sequence
GCF23	BGC0000341	Streptomyces fungicidicus	NRPS	NRPS	Streptomyces fungicidicus DXP synthase 2 gene, partial cds; cationic amino acid transporter, transcriptional regulator, glycosyltransferase, fatty acid oxidation complex alpha-subunit, acetyl-CoA acetyltransferase, transcriptional regulator, beta-mannosidase, probable sugar transport system sugar-binding lipoprotein, sugar transport system permease proteins, ribonuclease D, two-component response regulator, uroporphyrinogen decarboxylase, and PAS protein phosphatase 2C-like protein genes, complete cds; peptide antibiotic enduracidin biosynthetic gene cluster, complete sequence; and unknown genes
GCF47	BGC0001541	Cercospora beticola	PKS	T1PKS	Cercospora beticola strain 09-40 chromosome 1, whole genome shotgun sequence
GCF10	X00001_1.region002	Paenibacillus sp Unclassified.	NRPS.RiPP	NRPS.lassopeptide.ranthipeptide	Paenibacillus sp strain X00001
GCF242	BGC0000517	Halalkalibacterium halodurans C-125	RiPP	lanthipeptide-class-ii	Bacillus halodurans C-125 DNA, complete genome
GCF34	BGC0001955	Amycolatopsis keratiniphila	NRPS.PKS	NRPS.NRPS-like.T3PKS	Amycolatopsis keratiniphila strain NRRL B24117 keratinimicin biosynthetic gene cluster, complete sequence
GCF41	BGC0001367	Haliangium ochraceum DSM 14365	NRPS.PKS.terpene	NRPS.T1PKS.terpene	Haliangium ochraceum DSM 14365, complete genome
GCF160	BGC0002059	Xanthomonas cannabis pv. cannabis	NRPS.PKS.other	NRPS.PKS-like.hserlactone.transAT-PKS	TPA_exp: Xanthomonas cannabis pv. cannabis strain NCPPB 3753 spliceostatin biosynthetic gene cluster, partial sequence
GCF2	BGC0000529	Microbispora corallina	RiPP	lanthipeptide-class-i	Microbispora corallina strain NRRL 30420 putative DNA-binding protein gene, complete cds; microbisporicin gene cluster, complete sequence; and hypothetical protein, pyrimidine reductase, hypothetical protein, oxidoreductase domain protein, glyoxalase/bleomycin resistance protein, esterase, putative xylanase, beta-1,4-xylanase, hypothetical proteins, secreted endo-1,4-beta-xylanase, and prephenate dehydratase genes, complete cds
GCF27	BGC0000401	Paenibacillus elgii B69	NRPS	NRP-metallophore.NRPS	Paenibacillus elgii B69 paebacillibactin biosynthesis gene cluster, complete sequence
GCF158	BGC0001399	Aspergillus nidulans FGSC A4	NRPS	NRPS	TPA_asm: Aspergillus nidulans FGSC A4 chromosome II
GCF332	BGC0001903	Streptomyces sp. MA37	terpene	terpene	Streptomyces sp. MA37 cytochrome c oxidase subunit I gene, partial cds; cytochrome c oxidase polypeptide 4, lipoprotein, L,D-transpeptidase, two-component system response regulator, cytochrome c oxidase subunit III, cytochrome C heme-binding subunit, ubiquinol-cytochrome C reductase iron-sulfur subunit, ubiquinol-cytochrome c reductase cytochrome b subunit, and cytochrome P450 monooxygenase genes, complete cds; neocarazostatin A biosynthesis gene cluster, complete sequence; and transcriptional regulator and putative integral membrane protein genes, complete cds
GCF232	BGC0000081	Streptoalloteichus sp. ATCC 53650	NRPS.PKS.other	NRPS.NRPS-like.T1PKS.arylpolyene.other.polyhalogenated-pyrrole	Streptoalloteichus sp. ATCC 53650 kedarcidin biosynthetic gene cluster, complete sequence
GCF164	BGC0002454	Streptomyces sp. NRRL S-4	NRPS.PKS	NRPS.T1PKS	Streptomyces sp. NRRL S-4 venturicidin biosynthetic gene cluster, complete sequence
GCF12	X00012_2.region001	Paenibacillus sp Unclassified.	NRPS	NRPS	Paenibacillus sp strain X00012
GCF102	BGC0000489	Enterococcus faecalis subsp. liquefaciens	RiPP	RiPP-like	E.faecalis plasmid DNA containing gene cluster involved in production and immunity to peptide antibiotic AS-48
GCF193	BGC0001041	Salinispora tropica CNB-440	NRPS.PKS	NRPS-like.T1PKS	Salinispora tropica CNB-440, complete genome
GCF112	BGC0000652	Streptomyces sp. CNQ-525	PKS.other.terpene	T3PKS.other.terpene-precursor	Streptomyces sp. CNQ525 napyradiomycin biosynthetic gene cluster, partial sequence
GCF272	BGC0002080	Stieleria maiorica	other	acyl_amino_acids	Stieleria maiorica strain Mal15 chromosome
GCF50	BGC0000013	Aspergillus nidulans FGSC A4	PKS	T1PKS	TPA_asm: Aspergillus nidulans FGSC A4 chromosome IV
GCF262	BGC0000283	Actinomyces sp. Lu 9419	PKS.other	HR-T2PKS.amglyccycl.nucleoside.other	Actinomyces sp. Lu 9419 putative nitrite reductase, putative chalcone synthase, putative ATPases, NocH-like protein, NikS-like protein, and TruD-like protein genes, complete cds; cetoniacytone A biosynthetic gene cluster, complete sequence; and hypothetical protein, putative UnbU protein, putative ACP, putative 3-oxoacyl-ACP synthase, putative 3-oxoacyl-ACP reductase, putative 3-oxoacyl-ACP synthase, and hypothetical protein genes, complete cds
GCF36	BGC0002492	Myxococcus xanthus DK 1622	NRPS	NRP-metallophore.NRPS	Myxococcus xanthus DK 1622, complete genome
